order_id,customer_id,order_date,total_amount,is_onsite
507,86,2024-07-09,91.46,True
508,87,2023-08-16,135.9,False
509,87,2023-06-26,238.83,False
510,87,2022-09-12,183.78,True
511,88,2022-02-01,86.23,False
512,88,2024-07-02,63.56,False
513,88,2022-02-22,73.38,False
514,88,2024-03-01,111.06,False
515,88,2023-05-18,67.51,True
516,88,2024-06-14,67.29,False
517,88,2022-11-09,81.3,False
518,89,2024-07-08,68.48,False
519,89,2024-05-04,95.95,False
520,89,2024-05-04,75.28,False
521,89,2024-03-12,72.76,True
522,89,2024-04-19,45.14,False
523,89,2024-06-07,44.41,False
524,89,2024-06-16,151.23,True
525,90,2023-12-14,83.73,False
526,90,2023-07-22,74.6,False
527,90,2023-10-21,84.78,True
528,90,2024-03-25,90.21,False
529,90,2023-12-17,104.19,False
530,90,2023-09-08,47.58,True
531,91,2024-05-03,82.45,False
532,91,2024-06-06,137.7,False
533,91,2024-05-11,144.06,False
534,91,2024-03-11,109.59,False
535,91,2024-05-01,123.32,True
536,91,2024-07-08,128.68,False
537,92,2024-06-29,90.13,False
538,92,2022-03-24,63.5,False
539,92,2022-07-21,85.19,False
540,92,2024-07-09,118.11,False
541,92,2022-11-02,84.08,True
542,92,2022-04-03,122.75,False
543,93,2024-03-04,123.67,False
544,93,2023-11-06,82.41,False
545,93,2024-01-07,117.73,False
546,93,2024-02-20,59.58,False
547,93,2024-07-13,81.13,False
548,93,2024-04-25,90.81,False
549,94,2023-06-08,86.84,True
550,94,2022-09-13,70.64,False
551,94,2023-01-29,99.23,True
552,94,2024-01-09,95.33,False
553,94,2024-06-16,48.23,False
554,94,2022-10-25,60.96,False
555,94,2023-04-28,70.83,False
556,95,2023-09-10,93.25,False
557,95,2023-11-29,101.35,False
558,95,2023-01-25,61.42,False
559,95,2022-11-27,63.98,False
560,95,2023-10-07,84.56,False
561,95,2022-09-07,70.08,True
562,95,2024-05-05,51.33,False
563,96,2023-12-11,149.45,False
564,96,2021-10-15,116.24,True
565,96,2023-11-13,140.07,False
566,96,2023-04-24,140.09,False
567,97,2024-04-26,76.88,False
568,97,2024-05-16,126.41,True
569,97,2024-01-07,44.75,False
570,97,2024-04-27,108.37,False
571,97,2024-05-28,113.47,False
572,97,2024-05-24,102.55,False
573,98,2023-08-25,85.32,False
574,98,2023-09-01,37.02,True
575,98,2024-07-17,39.42,False
576,98,2024-06-08,63.31,False
577,98,2023-12-07,40.36,False
578,98,2023-10-19,68.57,False
579,98,2023-08-12,78.09,False
580,99,2024-02-21,74.88,True
581,99,2024-01-21,46.94,False
582,99,2023-12-13,113.2,False
583,99,2024-03-05,61.8,False
584,99,2022-08-28,115.94,False
585,99,2024-02-12,61.28,False
586,99,2024-02-25,37.12,False
587,100,2023-11-13,71.68,False
588,100,2024-01-02,75.89,False
589,100,2024-05-21,38.72,True
590,100,2024-02-13,61.74,False
591,100,2023-11-11,62.9,False
592,100,2023-11-19,53.74,False
593,100,2024-07-14,67.16,False
594,101,2024-07-13,78.94,False
595,101,2023-11-07,89.42,False
596,101,2024-02-15,105.21,False
597,101,2024-04-22,62.67,False
598,101,2023-11-17,36.32,False
599,101,2024-01-21,81.43,False
600,101,2023-11-22,54.89,False
601,102,2024-03-27,91.62,False
602,102,2023-10-20,112.59,False
603,102,2023-12-30,64.57,False
604,102,2022-10-29,78.15,False
605,102,2022-03-24,30.28,False
606,102,2022-02-01,83.2,False
607,102,2024-06-12,79.02,False
608,103,2022-07-26,81.05,False
609,103,2024-04-27,78.53,False
610,103,2023-12-22,55.38,False
611,103,2022-06-12,72.93,False
612,103,2021-10-14,49.19,False
613,103,2022-01-16,86.02,False
614,103,2022-07-01,109.63,False
615,104,2024-06-02,113.12,False
616,104,2023-03-05,50.86,True
617,104,2023-06-11,80.05,False
618,104,2023-07-16,61.39,False
619,104,2024-06-09,61.11,False
620,104,2023-07-15,70.74,False
621,104,2023-04-02,104.65,False
622,105,2021-11-27,109.31,False
623,105,2024-06-21,56.04,False
624,105,2023-04-19,108.32,False
625,105,2022-01-07,137.18,False
626,105,2024-03-23,109.31,False
627,105,2022-01-07,97.58,False
628,106,2022-09-03,98.15,False
629,106,2023-10-19,108.15,False
630,106,2024-05-22,59.82,True
631,106,2023-05-17,61.11,False
632,106,2023-09-01,43.26,False
633,106,2024-03-19,83.66,False
634,106,2024-03-30,145.64,False
635,107,2024-03-01,80.31,False
636,107,2023-02-13,66.77,False
637,107,2023-01-20,72.9,False
638,107,2023-09-09,78.57,False
639,107,2024-01-20,57.18,False
640,107,2024-05-28,43.35,True
641,107,2024-06-18,37.59,False
642,108,2022-10-08,170.24,False
643,108,2023-04-21,53.44,False
644,108,2023-01-23,210.01,False
645,108,2024-04-06,116.35,False
646,108,2022-10-27,170.95,False
647,109,2024-05-13,91.31,False
648,109,2024-03-13,70.79,False
649,109,2024-02-28,131.21,False
650,109,2023-12-27,108.3,True
651,109,2024-03-01,76.92,False
652,109,2024-05-21,92.17,False
653,109,2024-07-01,52.36,False
654,110,2023-06-19,62.63,False
655,110,2022-07-29,53.3,False
656,110,2023-08-15,24.09,False
657,110,2022-04-16,95.74,False
658,110,2023-05-24,76.06,False
659,110,2022-04-04,83.6,False
660,110,2023-04-17,77.58,False
661,111,2023-10-03,71.92,False
662,111,2023-10-29,100.94,False
663,111,2023-11-24,20.63,True
664,111,2024-01-15,118.02,False
665,111,2024-06-21,137.13,False
666,111,2024-04-22,46.2,False
667,112,2024-04-10,70.56,False
668,112,2023-12-15,87.61,False
669,112,2024-03-06,90.35,False
670,112,2023-11-13,100.62,False
671,112,2024-05-22,58.84,False
672,112,2024-07-18,62.72,False
673,112,2024-01-15,66.76,True
674,113,2023-11-09,109.46,False
675,113,2022-11-29,86.48,False
676,113,2024-01-29,76.38,False
677,113,2023-03-29,123.72,True
678,113,2023-09-21,76.35,False
679,113,2023-11-17,118.11,False
680,114,2023-07-22,32.18,False
681,114,2023-12-15,122.23,False
682,114,2023-11-24,121.29,True
683,114,2024-02-21,91.06,False
684,114,2023-11-25,97.03,False
685,114,2024-03-29,121.66,False
686,115,2023-03-07,162.98,False
687,115,2024-05-05,209.85,False
688,115,2023-04-13,128.28,True
689,115,2023-08-18,144.63,False
690,116,2024-07-17,155.71,False
691,116,2024-07-20,127.07,False
692,116,2024-07-15,87.0,False
693,116,2024-07-13,94.04,False
694,116,2024-07-15,85.04,True
695,117,2024-04-17,116.06,False
696,117,2024-03-16,72.49,True
697,117,2024-06-10,99.41,False
698,117,2024-05-06,94.45,False
699,117,2024-02-11,96.78,False
700,117,2024-03-25,141.97,False
701,118,2024-06-25,96.24,False
702,118,2024-04-01,59.17,False
703,118,2024-06-14,66.11,False
704,118,2024-05-28,52.12,False
705,118,2024-03-30,107.12,False
706,118,2024-05-24,92.34,False
707,118,2024-06-03,32.68,False
708,119,2024-07-01,69.86,False
709,119,2024-01-26,85.57,False
710,119,2023-11-21,104.81,False
711,119,2023-07-15,83.92,False
712,119,2023-12-20,109.84,False
713,119,2023-07-04,89.3,False
714,119,2023-06-01,103.25,False
715,120,2024-01-09,103.81,True
716,120,2023-06-13,78.85,True
717,120,2023-08-23,68.71,False
718,120,2024-06-24,55.42,False
719,120,2023-11-24,51.75,False
720,120,2024-03-09,82.92,False
721,120,2023-07-09,63.7,False
722,121,2024-05-19,73.5,False
723,121,2024-04-17,56.14,False
724,121,2024-02-17,120.0,False
725,121,2024-03-20,49.64,False
726,121,2024-06-02,58.77,True
727,121,2024-07-15,37.2,False
728,121,2024-05-19,79.41,False
729,122,2024-04-04,113.35,True
730,122,2023-11-05,130.97,True
731,122,2023-10-29,139.87,False
732,122,2023-10-20,157.69,False
733,122,2024-04-01,115.8,False
734,123,2024-05-01,132.32,False
735,123,2024-04-16,74.91,False
736,123,2024-07-15,110.12,True
737,123,2024-06-12,121.96,True
738,123,2024-05-29,120.68,False
739,123,2024-04-15,87.14,False
740,124,2024-06-02,102.69,False
741,124,2024-04-27,113.98,False
742,124,2024-04-20,84.44,True
743,124,2024-03-27,91.59,False
744,124,2024-05-19,110.86,False
745,124,2024-05-16,103.88,False
746,125,2024-07-14,105.12,False
747,125,2024-07-15,71.22,False
748,125,2024-07-11,134.77,False
749,125,2024-07-15,115.14,False
750,125,2024-07-11,128.88,False
751,125,2024-07-10,95.84,False
752,126,2024-07-12,110.68,True
753,126,2024-04-23,71.97,False
754,126,2024-05-09,98.34,False
755,126,2024-04-18,82.94,False
756,126,2024-04-10,87.39,True
757,126,2024-05-07,186.95,False
758,127,2022-06-21,34.48,False
759,127,2024-06-01,98.0,False
760,127,2022-04-13,79.68,False
761,127,2023-11-09,90.61,False
762,127,2024-02-21,96.3,False
763,127,2024-06-15,81.6,False
764,127,2023-01-27,61.18,False
765,128,2023-01-29,85.55,True
766,128,2023-12-15,122.28,False
767,128,2021-12-18,64.83,True
768,128,2024-02-07,80.7,False
769,128,2022-09-15,59.19,False
770,128,2022-07-11,75.56,False
771,128,2024-05-29,35.48,False
772,129,2024-06-15,90.37,False
773,129,2024-06-26,99.29,False
774,129,2024-06-06,72.72,False
775,129,2024-05-20,60.26,True
776,129,2024-07-05,79.78,False
777,129,2024-06-11,73.97,False
778,129,2024-07-03,60.02,False
779,129,2024-06-04,67.54,True
780,129,2024-05-12,34.86,False
781,129,2024-05-15,49.67,False
782,130,2024-03-23,69.94,False
783,130,2024-06-03,76.93,False
784,130,2023-08-20,57.86,False
785,130,2024-06-30,113.68,True
786,130,2024-06-02,61.7,False
787,130,2024-05-27,61.31,True
788,130,2024-02-26,91.65,False
789,131,2024-06-12,144.91,False
790,131,2024-06-04,199.53,True
791,131,2024-03-16,192.64,True
792,132,2022-07-19,67.31,True
793,132,2023-05-18,46.64,False
794,132,2024-07-16,87.91,False
795,132,2022-06-17,39.1,False
796,132,2023-07-02,37.82,False
797,132,2024-01-07,75.14,True
798,132,2024-06-30,77.78,False
799,133,2023-10-25,78.08,True
800,133,2023-01-09,161.09,False
801,133,2022-07-13,93.93,False
802,133,2021-08-10,240.39,False
803,134,2023-10-30,29.44,False
804,134,2024-04-13,91.07,False
805,134,2024-02-10,131.61,False
806,134,2024-05-03,126.62,True
807,134,2023-09-02,107.14,True
808,134,2023-12-09,86.99,False
809,135,2022-10-13,81.4,True
810,135,2022-01-02,85.35,False
811,135,2022-03-13,31.23,False
812,135,2022-04-10,44.29,False
813,135,2024-01-11,79.18,False
814,135,2022-08-05,77.7,False
815,136,2022-03-10,105.16,False
816,136,2023-09-14,111.24,False
817,136,2024-07-06,115.7,False
818,136,2023-08-09,143.33,False
819,136,2024-02-02,171.92,False
820,137,2024-04-06,114.93,False
